Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Price_USD,Weight_LBS
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB    1TB ,Nvidia GeForce GTX 960,Windows,3.31,10634832.0,129782.81323793404,7.297302130000001
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.42,27986414.04,341533.890385181,9.74443366
Dell,Latitude E7470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Windows,1.56,10928268.0,133363.77714834528,3.4392118800000007
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB ,Intel HD Graphics 500,Windows,2.2,3725748.0,45467.39025643341,4.850170600000001
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB ,Intel HD Graphics 520,Windows,2.2,4757220.0,58055.020971818325,4.850170600000001
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1TB ,AMD Radeon R5 M430,Windows,2.04,4792788.0,58489.07720338332,4.49743092
MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,2.7,13220358.84,161335.44585097258,5.952482100000001
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4,128GB ,Intel HD Graphics 520,Windows,2.1,4428216.0,54040.0008298421,4.629708300000001
Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Windows,2.06,8491860.0,103630.92528614298,4.541523380000001
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB ,AMD Radeon 530,Windows,2.1,6624540.0,80842.97312898065,4.629708300000001
Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.0,11186136.0,136510.6848271915,4.409246
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB ,Intel HD Graphics 520,Linux,2.1,3663504.0,44707.79185119467,4.629708300000001
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256GB ,Intel Iris Plus Graphics 640,Windows,1.252,16608922.2,202687.9830321698,2.7601879960000004
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB    1TB ,AMD Radeon R5 M430,Windows,1.9,7273211.4,88759.07365214729,4.1887837
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.3,9194328.0,112203.53585955167,2.8660099000000003
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128GB ,AMD Radeon R2 Graphics,Windows,2.2,3103308.0,37871.40620404597,4.850170600000001
HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB ,Nvidia GeForce 940MX,Windows,1.63,6215508.0,75851.32646598319,3.5935354900000003
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.4,11506248.0,140417.19091127647,5.2910952
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.1,10092420.0,123163.45570656784,2.425085300000001
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64GB  ,Intel HD Graphics 500,Chrome OS,1.4,4401540.0,53714.45865616835,3.0864722
LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB ,Intel HD Graphics 620,Windows,1.09,20442708.0,249473.81909198192,2.4030390700000006
Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB ,Nvidia GeForce GTX 1050 Ti,Windows,2.5,11550708.0,140959.76120073273,5.5115575
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB ,Nvidia GeForce GTX 1050,Windows,2.2,8873326.8,108286.17836967758,4.850170600000001
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB ,Intel HD Graphics 500,Windows,1.86,3725748.0,45467.39025643341,4.10059878
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,3.21,18237492.0,222562.3327349521,7.076839830000001
HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB ,AMD Radeon R5 520,Windows,2.5,6215508.0,75851.32646598319,5.5115575
Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB ,Intel UHD Graphics 620,Windows,1.19,13329108.0,162662.57277898255,2.62350137
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,3.49,25019865.0,305331.43039150245,7.694134270000001
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,AMD Radeon 520,Windows,1.86,5447328.12,66476.79700475818,4.10059878
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB ,AMD Radeon R5 M430,Windows,2.2,4852097.64,59212.865969517945,4.850170600000001
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2TB ,AMD Radeon R7 M440,Windows,2.65,5059548.0,61744.49894012079,5.84225095
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB ,Intel HD Graphics 510,Windows,2.1,2827656.0,34507.47040941725,4.629708300000001
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB  ,Intel HD Graphics 510,Chrome OS,1.45,3334500.0,40692.77170921845,3.1967033500000004
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,1.7,6215508.0,75851.32646598319,3.7478591
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500GB ,Nvidia Quadro M1200,Windows,3.14,16965847.08,207043.73731592452,6.922516220000001
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.42,23030280.0,281051.4099383354,3.13056466
Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.5,8651916.0,105584.17832818547,3.306934500000001
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32GB  ,Intel HD Graphics,Windows,1.4,2391948.0,29190.28157274604,3.0864722
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.38,15552108.0,189791.08725179484,3.04237974
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64GB  ,Intel HD Graphics 515,Chrome OS,1.2,5948748.0,72595.90472924571,2.6455476
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB ,Intel HD Graphics 520,Windows,1.36,16690284.0,203680.88666187477,2.9982872800000004
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB ,AMD Radeon 530,Windows,2.1,6126588.0,74766.1858870707,4.629708300000001
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB ,Nvidia GeForce GTX 1050,Windows,2.56,7282548.0,88873.0134129331,5.643834880000001
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256GB ,AMD Radeon 530,Windows,2.2,3547908.0,43297.10909860843,4.850170600000001
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1TB ,AMD Radeon R7,Windows,2.2,3814668.0,46552.530835345904,4.850170600000001
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB    1TB ,Intel HD Graphics 620,Windows,2.1,5525933.4,67436.06127651682,4.629708300000001
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,No OS,1.9,4001400.0,48831.32605106214,4.1887837
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,2.18,7069140.0,86268.67602354311,4.806078140000001
Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB ,Intel UHD Graphics 620,Windows,1.6,8883108.0,108405.54383335797,3.5273968000000004
Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB ,Nvidia Quadro M520M,Windows,2.18,16494660.0,201293.57738826727,4.806078140000001
Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256GB ,Intel HD Graphics 520,Windows,1.8,10590372.0,129240.2429484778,3.9683214000000007
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2TB ,AMD Radeon 530,Windows,2.71,5824348.92,71077.79305934714,5.974528330000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050 Ti,Windows,2.5,11106108.0,135534.05830617025,5.5115575
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB ,Nvidia GeForce 930MX,Linux,1.64,9683388.0,118171.80904357038,3.61558172
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB ,Intel HD Graphics 620,Linux,1.98,6455592.0,78781.20602904692,4.3651535400000006
Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB  ,Intel HD Graphics 500,Windows,1.5,2649816.0,32337.189251592263,3.306934500000001
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB ,Intel HD Graphics 620,Windows,1.93,12685860.72,154812.6658311296,4.25492239
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Nvidia GeForce 920MX,Windows,1.87,7621066.44,93004.14359685295,4.12264501
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB ,Intel HD Graphics 620,Windows,1.9,10483668.0,127938.0742537828,4.1887837
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500GB ,AMD Radeon R4,Windows,2.19,2649816.0,32337.189251592263,4.82812437
Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32GB ,Intel HD Graphics 400,Windows,1.4,2356380.0,28756.22534118104,3.0864722
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Nvidia GeForce 930MX,Windows,2.63,10670400.0,130216.86946949904,5.7981584900000005
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512GB ,Intel HD Graphics 520,Windows,1.17,14997602.88,183024.15060169657,2.57940891
HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.58,7439047.2,90782.86083181908,3.483304340000001
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.32,13329108.0,162662.57277898255,2.91010236
Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB    1TB ,Nvidia GeForce GTX 1070,Windows,4.36,32539384.8,397096.3434472373,9.612156280000002
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050 Ti,Windows,2.7,11990684.16,146329.0367851917,5.952482100000001
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB ,Intel HD Graphics 620,No OS,1.9,4356190.8,53161.03696092298,4.1887837
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB    1TB ,AMD Radeon 530,Windows,2.2,6393348.0,78021.60762380817,4.850170600000001
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB ,Intel HD Graphics 620,Windows,1.71,5770908.0,70425.62357142073,3.76990533
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB ,AMD Radeon R7 M445,Linux,2.32,5242011.84,63971.20740804922,5.11472536
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB ,AMD Radeon 520,Windows,2.1,4348188.0,53063.37430882086,4.629708300000001
Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 1060,Windows,4.2,17206020.0,209974.7020195672,9.259416600000002
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1TB ,Intel HD Graphics 620,Windows,2.25,5770908.0,70425.62357142073,4.960401750000001
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB    1TB ,AMD Radeon 520,Windows,2.1,5779800.0,70534.13762931198,4.629708300000001
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB ,Intel HD Graphics 620,Windows,2.4,4970628.0,60659.3583612083,5.2910952
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.44,8536320.0,104173.49557559924,3.17465712
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB ,Intel HD Graphics 620,Windows,1.85,6926868.0,84532.45109728313,4.07855255
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB ,Nvidia Quadro M2200,Windows,2.6,21509748.0,262495.50603893184,5.732019800000001
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB ,Intel UHD Graphics 620,Windows,1.55,5859828.0,71510.76415033323,3.4171656500000003
MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,1.8,18624116.16,227280.5239720636,3.9683214000000007
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,Windows,2.4,3652833.6,44577.57498172517,5.2910952
Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB    1TB ,Nvidia GeForce 940MX,Windows,2.0,10732644.0,130976.4678747378,4.409246
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB ,Intel HD Graphics 520,Windows,2.0,5913180.0,72161.84849768072,4.409246
Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.25,13649220.0,166569.07886306752,2.75577875
Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.7,8883108.0,108405.54383335797,3.7478591
Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1TB ,Nvidia Quadro M520M,Windows,2.5,29334708.0,357987.8769832311,5.5115575
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB  ,Intel HD Graphics 400,Chrome OS,1.68,2934360.0,35809.63910411223,3.70376664
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB ,Intel HD Graphics 620,Windows,0.81,14662908.0,178939.68146266992,1.7857446300000004
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB ,Intel HD Graphics 520,Windows,1.86,4792788.0,58489.07720338332,4.10059878
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.6,10018705.32,122263.8741666494,3.5273968000000004
HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB ,Nvidia Quadro M2000M,Windows,3.0,39026988.0,476268.2000846928,6.613869000000001
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB ,Intel HD Graphics 400,Windows,1.4,4223700.0,51544.17749834337,3.0864722
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB ,Intel HD Graphics 520,Windows,1.84,16894800.0,206176.7099933735,4.05650632
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1TB ,Nvidia GeForce GTX 950M,No OS,2.45,5148468.0,62829.63951903328,5.401326350000001
Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1GB ,Intel HD Graphics 520,Windows,1.7,9745632.0,118931.40744880911,3.7478591
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB ,Intel HD Graphics 620,Windows,2.37,7557310.8,92226.09780177267,5.224956510000001
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB ,Intel HD Graphics 540,Windows,1.3,10661508.0,130108.3554116078,2.8660099000000003
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.2,9772308.0,119256.94962248288,4.850170600000001
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB ,Nvidia Quadro M1000M,Windows,2.59,13880412.0,169390.44436824002,5.70997357
Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.42,25511059.08,311325.746949415,9.74443366
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB ,Intel HD Graphics 620,Windows,2.1,5326308.0,64999.92067685827,4.629708300000001
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB    1TB ,Nvidia GeForce GTX 1050,Windows,2.5,9318816.0,113722.73267002916,5.5115575
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB ,Intel HD Graphics 620,Windows,1.18,16530228.0,201727.63361983225,2.60145514
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256GB ,Intel HD Graphics 615,Chrome OS,1.1,13862628.0,169173.4162524575,2.425085300000001
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB ,Intel HD Graphics 620,Windows,1.2,10039068.0,122512.37135922034,2.6455476
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB ,Intel HD Graphics 520,Windows,1.65,7549308.0,92128.43514967058,3.63762795
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB ,Intel HD Graphics 520,Windows,1.6,5824260.0,71076.70791876822,3.5273968000000004
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB ,Nvidia GeForce 920MX,Windows,2.8,4182263.28,51038.50198857015,6.1729444
Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB    1TB ,Nvidia GeForce GTX 960M,Windows,2.72,9772308.0,119256.94962248288,5.996574560000001
Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB ,Intel HD Graphics 620,Windows,1.31,14218308.0,173513.97856810747,2.8880561300000003
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB ,Intel HD Graphics 505,Linux,2.1,2649816.0,32337.189251592263,4.629708300000001
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB ,AMD Radeon R7 M445,Windows,2.3,10503852.84,128184.40116519594,5.0706329000000006
Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB ,AMD Radeon 540,Windows,1.71,15996708.0,195216.7901463573,3.76990533
Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128GB ,Intel HD Graphics 520,Windows,1.75,9069840.0,110684.3390490742,3.858090250000001
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB ,Nvidia GeForce GTX 1050,Windows,2.62,9772308.0,119256.94962248288,5.7761122600000006
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB ,Intel HD Graphics 520,Windows,1.26,11061648.0,134991.488016714,2.77782498
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2TB ,Nvidia GeForce 940MX,Windows,2.3,7460388.0,91043.29457075808,5.0706329000000006
Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB ,Nvidia Quadro M2000M,Windows,2.5,21074040.0,257178.3172022606,5.5115575
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB ,Intel HD Graphics 620,Windows,1.8,5655312.0,69014.9408188345,3.9683214000000007
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB ,Nvidia GeForce GTX 1060,Windows,1.95,25777908.0,314582.2538267314,4.299014850000001
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB ,Intel HD Graphics 505,Windows,2.0,5174254.8,63144.33028691791,4.409246
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB    1TB ,Nvidia GeForce GTX 1070M,Windows,4.42,31911609.6,389435.2509601152,9.74443366
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB    1TB ,Nvidia GeForce GTX 1070,Windows,4.3,20896200.0,255008.03604443563,9.4798789
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB ,Nvidia GeForce 930M,Windows,1.47,15685488.0,191418.7981201636,3.2407958100000003
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB ,Intel HD Graphics 405,No OS,2.2,2925468.0,35701.12504622099,4.850170600000001
Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB ,Intel HD Graphics 620,Windows,1.7,20442708.0,249473.81909198192,3.7478591
MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB    1TB ,Nvidia GeForce GTX 1060,Windows,1.6,16814772.0,205200.08347235224,3.5273968000000004
