,Manufacturer,Model Name,Model Name Cleaned,Category,Screen Size,Screen,Touchscreen,Screen_HD,Screen Quality,CPU,CPU Brand,CPU Model,CPU_Speed,RAM,Storage,Total Storage in TB,GPU,GPU Brand,GPU Model,Operating System,Weight,Weight_LBS,Price,Price_USD
627,Lenovo,IdeaPad 320-15IKBN,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,128GB SSD,0.125,Intel HD Graphics 620,Intel,HD Graphics 620,No OS,2.2,4.8501706,4161456,50784.57909
628,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),Q304UA-BHI5T11 ,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,6,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.5,3.3069345,5682076.92,69341.56813
629,Dell,XPS 15,XPS 15,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0.25,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2,4.409246,16183440,197495.5854
630,Asus,ZenBook 3,ZenBook 3,Ultrabook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,512GB SSD,0.5,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.1,2.4250853,16894800,206176.71
631,Dell,Inspiron 7567,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.62,5.77611226,13151268,160492.2916
632,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),V330-15IKB ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,4,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.8,3.9683214,7371468,89958.15399
633,Lenovo,Ideapad 320-15ISK,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,Nvidia GeForce 920MX ,Nvidia,GeForce 920MX ,Windows,2.2,4.8501706,5148468,62829.63952
634,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),X541NA-GO414T ,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,8,1TB HDD,1,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,2,4.409246,3547908,43297.1091
635,Asus,VivoBook Pro,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,1TB HDD,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,1.99,4.38719977,8061665.04,98381.01517
636,Dell,XPS 13,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,1,1,3200x1800,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.23,2.71168629,16619148,202812.7742
637,Lenovo,IdeaPad 100S-14IBR,IdeaPad 100S-14IBR,Notebook,14,1366x768,0,0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel,Celeron Dual Core N3060,1.6,2,32GB Flash Storage,0.03125,Intel HD Graphics 400,Intel,HD Graphics 400,Windows,1.42,3.13056466,2214108,27020.00041
638,Lenovo,Thinkpad Yoga,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.37,3.02033351,15626978.64,190704.7756
639,Dell,XPS 15,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,1,1,3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,1TB SSD,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.06,4.54152338,21331908,260325.2249
640,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050M,Nvidia,GeForce GTX 1050M,Windows,2.5,5.5115575,9861228,120342.0902
641,HP,17-AK091ND (A9-9420/8GB/1TB/W10),17-AK091ND ,Notebook,17,1600x900,0,0,1600x900,AMD A9-Series 9420 3GHz,AMD,A9-Series 9420,3,8,1TB HDD,1,AMD Radeon R5,AMD,Radeon R5,Windows,2.6,5.7320198,4631842.8,56524.97276
642,Lenovo,ThinkPad X1,ThinkPad X1,Ultrabook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,512GB SSD,0.5,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.14,2.51327022,21785400,265859.4418
643,Asus,ROG GL553VE-FY022,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,1TB HDD,1,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,No OS,2.5,5.5115575,10394748,126852.9337
644,Acer,Extensa EX2540,Extensa EX2540,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.4,5.2910952,4001400,48831.32605
645,Lenovo,IdeaPad 100S-14IBR,IdeaPad 100S-14IBR,Notebook,14,1366x768,0,0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel,Celeron Dual Core N3060,1.6,4,32GB Flash Storage,0.03125,Intel HD Graphics,Intel,HD Graphics,Windows,1.43,3.15261089,2436408,29732.85186
646,Acer,Swift 3,Swift 3,Ultrabook,14,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel Graphics 620,Intel,Graphics 620,Windows,1.8,3.9683214,8171748,99724.4192
647,Razer,Blade Pro,Blade Pro,Gaming,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD,0.25,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,1.95,4.29901485,23110308,282028.0365
648,Toshiba,Portege Z30-C-16J,Portege Z30-C-16J,Notebook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.2,2.6455476,10785996,131627.5522
649,Lenovo,Thinkpad X270,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.36,2.99828728,14084928,171886.2677
650,Asus,ROG G701VI,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,Core i7 6820HK,2.7,32,512GB SSD,0.5,Nvidia GeForce GTX 1080,Nvidia,GeForce GTX 1080,Windows,3.8,8.3775674,24888708,303730.848
651,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,A715-71G-59DH ,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,1TB HDD,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Linux,2.4,5.2910952,6304428,76936.46704
652,Dell,XPS 13,XPS 13,Ultrabook,13.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.2,2.6455476,12892510.8,157334.5325
653,MSI,GL62M 7REX,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.2,4.8501706,10597485.6,129327.0542
654,HP,250 G6,250 G6,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,No OS,1.86,4.10059878,3244690.8,39596.77972
655,Toshiba,Tecra A50-D-11M,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,500GB HDD,0.48828125,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2,4.409246,9461088,115458.9576
656,Dell,Inspiron 5570,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,256GB SSD,0.25,AMD Radeon 530,AMD,Radeon 530,Windows,2.2,4.8501706,8171748,99724.4192
657,Dell,Inspiron 5570,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,16,256GB SSD +  2TB HDD,2.25,AMD Radeon 530,AMD,Radeon 530,Windows,2.2,4.8501706,10092420,123163.4557
658,Lenovo,IdeaPad Y700-15ISK,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,Core i7 6700HQ,2.6,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 960,Nvidia,GeForce GTX 960,Windows,3.31,7.29730213,10634832,129782.8132
659,Dell,Alienware 17,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,0,1,3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,32,512GB SSD +  1TB HDD,1.5,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,4.42,9.74443366,27986414.04,341533.8904
660,Dell,Latitude E7470,Latitude E7470,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6300U 2.4GHz,Intel,Core i5 6300U,2.4,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.56,3.43921188,10928268,133363.7771
661,Lenovo,Ideapad 320-15IAP,Ideapad 320-15IAP,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,500GB HDD,0.48828125,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,2.2,4.8501706,3725748,45467.39026
662,Lenovo,IdeaPad 320-15ISK,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6200U 2.3GHz,Intel,Core i5 6200U,2.3,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.2,4.8501706,4757220,58055.02097
663,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,15-ay047nv ,Notebook,15.6,1920x1080,0,0,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,6,1TB HDD,1,AMD Radeon R5 M430,AMD,Radeon R5 M430,Windows,2.04,4.49743092,4792788,58489.0772
664,MSI,GP72VR Leopard,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,2.7,5.9524821,13220358.84,161335.4459
665,Toshiba,Satellite Pro,Satellite Pro,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6100U 2.1GHz,Intel,Core i3 6100U,2.1,4,128GB SSD,0.125,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,2.1,4.6297083,4428216,54040.00083
666,Dell,Latitude 3580,Latitude 3580,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,1TB HDD,1,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.06,4.54152338,8491860,103630.9253
667,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,15-bs012nv ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,1TB HDD,1,AMD Radeon 530,AMD,Radeon 530,Windows,2.1,4.6297083,6624540,80842.97313
668,Toshiba,Tecra Z50-D-10E,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2,4.409246,11186136,136510.6848
669,Acer,Aspire 3,Aspire 3,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,128GB SSD,0.125,Intel HD Graphics 520,Intel,HD Graphics 520,Linux,2.1,4.6297083,3663504,44707.79185
670,Microsoft,Surface Laptop,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,1,0,2256x1504,Intel Core i7 7600U 2.8GHz,Intel,Core i7 7600U,2.8,8,256GB SSD,0.25,Intel Iris Plus Graphics 640,Intel,Iris Plus Graphics 640,Windows,1.252,2.760187996,16608922.2,202687.983
671,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,V310-15ISK ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,128GB SSD +  1TB HDD,1.125,AMD Radeon R5 M430,AMD,Radeon R5 M430,Windows,1.9,4.1887837,7273211.4,88759.07365
672,Lenovo,Yoga 720-13IKB,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.3,2.8660099,9194328,112203.5359
673,Lenovo,IdeaPad 320-15AST,IdeaPad 320-15AST,Notebook,15.6,1366x768,0,0,1366x768,AMD E-Series E2-9000 2.2GHz,AMD,E-Series E2-9000,2.2,4,128GB SSD,0.125,AMD Radeon R2 Graphics,AMD,Radeon R2 Graphics,Windows,2.2,4.8501706,3103308,37871.4062
674,HP,Pavilion X360,Pavilion X360,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i3 7100U 2.4GHz,Intel,Core i3 7100U,2.4,4,128GB SSD,0.125,Nvidia GeForce 940MX,Nvidia,GeForce 940MX,Windows,1.63,3.59353549,6215508,75851.32647
675,MSI,GP62 7RDX,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.4,5.2910952,11506248,140417.1909
676,Asus,Zenbook 3,Zenbook 3,Ultrabook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.1,2.4250853,10092420,123163.4557
677,HP,Chromebook X360,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,1,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,8,64GB Flash Storage,0.0625,Intel HD Graphics 500,Intel,HD Graphics 500,Chrome OS,1.4,3.0864722,4401540,53714.45866
678,LG,Gram 15Z975,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,512GB SSD,0.5,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.09,2.40303907,20442708,249473.8191
679,Acer,Aspire VX5-591G,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,16,256GB SSD,0.25,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.5,5.5115575,11550708,140959.7612
680,MSI,GV62M 7RD,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0.25,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.2,4.8501706,8873326.8,108286.1784
681,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),L502NA-GO052T ,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel,Celeron Dual Core N3350,1.1,4,128GB SSD,0.125,Intel HD Graphics 500,Intel,HD Graphics 500,Windows,1.86,4.10059878,3725748,45467.39026
682,Dell,Alienware 15,Alienware 15,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,16,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1060,Nvidia,GeForce GTX 1060,Windows,3.21,7.07683983,18237492,222562.3327
683,HP,17-bs000nv I3,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,256GB SSD,0.25,AMD Radeon R5 520,AMD,Radeon R5 520,Windows,2.5,5.5115575,6215508,75851.32647
684,Lenovo,Yoga 730,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 8550U 1.8GHz,Intel,Core i7 8550U,1.8,8,512GB SSD,0.5,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.19,2.62350137,13329108,162662.5728
685,Dell,Alienware 15,Alienware 15,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7820HK 2.9GHz,Intel,Core i7 7820HK,2.9,16,256GB SSD +  1TB HDD,1.25,Nvidia GeForce GTX 1070,Nvidia,GeForce GTX 1070,Windows,3.49,7.69413427,25019865,305331.4304
686,HP,250 G6,250 G6,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,500GB HDD,0.48828125,AMD Radeon 520,AMD,Radeon 520,Windows,1.86,4.10059878,5447328.12,66476.797
687,Dell,Inspiron 3567,Inspiron 3567,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,1TB HDD,1,AMD Radeon R5 M430,AMD,Radeon R5 M430,Windows,2.2,4.8501706,4852097.64,59212.86597
688,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,17-Y002nv ,Notebook,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,AMD A10-Series 9600P 2.4GHz,AMD,A10-Series 9600P,2.4,6,2TB HDD,2,AMD Radeon R7 M440,AMD,Radeon R7 M440,Windows,2.65,5.84225095,5059548,61744.49894
689,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),V110-15ISK ,Notebook,15.6,1366x768,0,0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,Intel,Celeron Dual Core 3855U,1.6,4,500GB HDD,0.48828125,Intel HD Graphics 510,Intel,HD Graphics 510,Windows,2.1,4.6297083,2827656,34507.47041
690,Acer,Chromebook 14,Chromebook 14,Notebook,14,1366x768,0,0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,Intel,Celeron Dual Core 3855U,1.6,4,32GB Flash Storage,0.03125,Intel HD Graphics 510,Intel,HD Graphics 510,Chrome OS,1.45,3.19670335,3334500,40692.77171
691,Lenovo,IdeaPad 520s-14IKB,IdeaPad 520s-14IKB,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.7,3.7478591,6215508,75851.32647
692,HP,ZBook 17,ZBook 17,Workstation,17.3,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,500GB HDD,0.48828125,Nvidia Quadro M1200,Nvidia,Quadro M1200,Windows,3.14,6.92251622,16965847.08,207043.7373
693,Lenovo,ThinkPad X1,ThinkPad X1,2 in 1 Convertible,14,Touchscreen 2560x1440,1,0,2560x1440,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.42,3.13056466,23030280,281051.4099
694,Toshiba,Satellite Pro,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.5,3.3069345,8651916,105584.1783
695,Acer,TravelMate B117-M,TravelMate B117-M,Netbook,11.6,1366x768,0,0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Intel,Celeron Dual Core N3050,1.6,4,32GB Flash Storage,0.03125,Intel HD Graphics,Intel,HD Graphics,Windows,1.4,3.0864722,2391948,29190.28157
696,Lenovo,Yoga 910-13IKB,Yoga 910-13IKB,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,16,512GB SSD,0.5,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,1.38,3.04237974,15552108,189791.0873
697,Asus,Chromebook Flip,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core M M3-6Y30 0.9GHz,Intel,Core M M3-6Y30,0.9,4,64GB Flash Storage,0.0625,Intel HD Graphics 515,Intel,HD Graphics 515,Chrome OS,1.2,2.6455476,5948748,72595.90473
698,Toshiba,Portege Z30T-C-133,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,16,512GB SSD,0.5,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.36,2.99828728,16690284,203680.8867
699,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15-bs011nv ,Notebook,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7500U 2.7GHz,Intel,Core i7 7500U,2.7,4,500GB HDD,0.48828125,AMD Radeon 530,AMD,Radeon 530,Windows,2.1,4.6297083,6126588,74766.18589
700,Dell,Inspiron 5577,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,Core i5 7300HQ,2.5,8,1TB HDD,1,Nvidia GeForce GTX 1050,Nvidia,GeForce GTX 1050,Windows,2.56,5.64383488,7282548,88873.01341
701,Lenovo,IdeaPad 320-15AST,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,AMD A9-Series 9420 2.9GHz,AMD,A9-Series 9420,2.9,4,256GB SSD,0.25,AMD Radeon 530,AMD,Radeon 530,Windows,2.2,4.8501706,3547908,43297.1091
702,Lenovo,IdeaPad 320-15ABR,IdeaPad 320-15ABR,Notebook,15.6,1366x768,0,0,1366x768,AMD A12-Series 9720P 3.6GHz,AMD,A12-Series 9720P,3.6,8,1TB HDD,1,AMD Radeon R7,AMD,Radeon R7,Windows,2.2,4.8501706,3814668,46552.53084
703,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),V310-15IKB ,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,4,1TB HDD +  1TB HDD,2,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.1,4.6297083,5525933.4,67436.06128
704,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,V310-15ISK ,Notebook,15.6,1366x768,0,0,1366x768,Intel Core i3 6006U 2GHz,Intel,Core i3 6006U,2,4,500GB HDD,0.48828125,Intel HD Graphics 520,Intel,HD Graphics 520,No OS,1.9,4.1887837,4001400,48831.32605
705,Dell,Vostro 5568,Vostro 5568,Notebook,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 7200U 2.5GHz,Intel,Core i5 7200U,2.5,8,256GB SSD,0.25,Intel HD Graphics 620,Intel,HD Graphics 620,Windows,2.18,4.80607814,7069140,86268.67602
706,Acer,Spin 5,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1,1,1920x1080,Intel Core i5 8250U 1.6GHz,Intel,Core i5 8250U,1.6,8,256GB SSD,0.25,Intel UHD Graphics 620,Intel,UHD Graphics 620,Windows,1.6,3.5273968,8883108,108405.5438
707,Lenovo,ThinkPad P51s,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,0,1,1920x1080,Intel Core i7 6500U 2.5GHz,Intel,Core i7 6500U,2.5,16,512GB SSD,0.5,Nvidia Quadro M520M,Nvidia,Quadro M520M,Windows,2.18,4.80607814,16494660,201293.5774
708,Lenovo,Thinkpad T460p,Thinkpad T460p,Notebook,14,Full HD 1920x1080,0,1,1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,Core i5 6300HQ,2.3,8,256GB SSD,0.25,Intel HD Graphics 520,Intel,HD Graphics 520,Windows,1.8,3.9683214,10590372,129240.2429
709,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17-ak002nv ,Notebook,17.3,IPS Panel Full HD 1920x1080,0,1,1920x1080,AMD A10-Series 9620P 2.5GHz,AMD,A10-Series 9620P,2.5,6,2TB HDD,2,AMD Radeon 530,AMD,Radeon 530,Windows,2.71,5.97452833,5824348.92,71077.79306
710,Lenovo,Legion Y520-15IKBN,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,0,1,1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,Core i7 7700HQ,2.8,8,128GB SSD +  1TB HDD,1.125,Nvidia GeForce GTX 1050 Ti,Nvidia,GeForce GTX 1050 Ti,Windows,2.5,5.5115575,11106108,135534.0583
